track,domain,category,system_id,rag_method,embedding_model,generator_model,judge_model,questions,answer_correctness,gold_answer_correctness,evidence_recall,context_precision,failure_rate
end-to-end,finance,section_navigation,dense-vector,dense-vector,e5-large-v2-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.3194444444444444,0.3333333333333333
end-to-end,finance,section_navigation,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,citation-strict-judge-proxy,6,1.0,1.0,1.0,0.3194444444444444,0.0
end-to-end,finance,section_navigation,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,exact-match-gold,6,1.0,1.0,1.0,0.3194444444444444,0.0
end-to-end,finance,section_navigation,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,llm-judge-balanced-proxy,6,0.8333333333333334,1.0,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.3194444444444444,0.3333333333333333
end-to-end,finance,section_navigation,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.3194444444444444,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.2777777777777778,0.16666666666666666
end-to-end,finance,section_navigation,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,exact-match-gold,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.2777777777777778,0.16666666666666666
end-to-end,finance,section_navigation,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,bge-m3-proxy,extractive-strict,citation-strict-judge-proxy,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,bge-m3-proxy,extractive-strict,exact-match-gold,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,bge-m3-proxy,extractive-strict,llm-judge-balanced-proxy,6,0.5,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.5
end-to-end,finance,section_navigation,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,citation-strict-judge-proxy,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,6,0.5,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.5
end-to-end,finance,section_navigation,hybrid,hybrid,e5-large-v2-proxy,balanced-oss-llm,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.2777777777777778,0.16666666666666666
end-to-end,finance,section_navigation,hybrid,hybrid,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.2777777777777778,0.16666666666666666
end-to-end,finance,section_navigation,hybrid,hybrid,e5-large-v2-proxy,balanced-oss-llm,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,e5-large-v2-proxy,extractive-strict,citation-strict-judge-proxy,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,e5-large-v2-proxy,extractive-strict,exact-match-gold,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,e5-large-v2-proxy,extractive-strict,llm-judge-balanced-proxy,6,0.5,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.5
end-to-end,finance,section_navigation,hybrid,hybrid,e5-large-v2-proxy,reasoning-oss-llm,citation-strict-judge-proxy,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,e5-large-v2-proxy,reasoning-oss-llm,exact-match-gold,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,e5-large-v2-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,6,0.5,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.5
end-to-end,finance,section_navigation,hybrid,hybrid,finance-e5-proxy,balanced-oss-llm,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.2777777777777778,0.16666666666666666
end-to-end,finance,section_navigation,hybrid,hybrid,finance-e5-proxy,balanced-oss-llm,exact-match-gold,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.2777777777777778,0.16666666666666666
end-to-end,finance,section_navigation,hybrid,hybrid,finance-e5-proxy,balanced-oss-llm,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,finance-e5-proxy,extractive-strict,citation-strict-judge-proxy,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,finance-e5-proxy,extractive-strict,exact-match-gold,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,finance-e5-proxy,extractive-strict,llm-judge-balanced-proxy,6,0.5,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.5
end-to-end,finance,section_navigation,hybrid,hybrid,finance-e5-proxy,reasoning-oss-llm,citation-strict-judge-proxy,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.3333333333333333
end-to-end,finance,section_navigation,hybrid,hybrid,finance-e5-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,6,0.5,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.5
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,balanced-oss-llm,citation-strict-judge-proxy,6,1.0,1.0,1.0,0.3194444444444444,0.0
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,balanced-oss-llm,exact-match-gold,6,1.0,1.0,1.0,0.3194444444444444,0.0
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,balanced-oss-llm,llm-judge-balanced-proxy,6,0.8333333333333334,1.0,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,extractive-strict,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,extractive-strict,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,extractive-strict,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.3194444444444444,0.3333333333333333
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,reasoning-oss-llm,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.3194444444444444,0.3333333333333333
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,balanced-oss-llm,citation-strict-judge-proxy,6,1.0,1.0,1.0,0.3194444444444444,0.0
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,6,1.0,1.0,1.0,0.3194444444444444,0.0
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,balanced-oss-llm,llm-judge-balanced-proxy,6,0.8333333333333334,1.0,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,extractive-strict,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,extractive-strict,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,extractive-strict,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.3194444444444444,0.3333333333333333
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,reasoning-oss-llm,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,reasoning-oss-llm,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.3194444444444444,0.3333333333333333
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,balanced-oss-llm,citation-strict-judge-proxy,6,1.0,1.0,1.0,0.3194444444444444,0.0
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,balanced-oss-llm,exact-match-gold,6,1.0,1.0,1.0,0.3194444444444444,0.0
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,balanced-oss-llm,llm-judge-balanced-proxy,6,0.8333333333333334,1.0,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,extractive-strict,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,extractive-strict,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,extractive-strict,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.3194444444444444,0.3333333333333333
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,reasoning-oss-llm,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.3194444444444444,0.16666666666666666
end-to-end,finance,section_navigation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.3194444444444444,0.3333333333333333
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,bge-m3-proxy,balanced-oss-llm,citation-strict-judge-proxy,6,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,bge-m3-proxy,balanced-oss-llm,exact-match-gold,6,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,bge-m3-proxy,balanced-oss-llm,llm-judge-balanced-proxy,6,0.8333333333333334,1.0,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,bge-m3-proxy,extractive-strict,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,bge-m3-proxy,extractive-strict,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,bge-m3-proxy,extractive-strict,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.25,0.3333333333333333
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.25,0.3333333333333333
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,balanced-oss-llm,citation-strict-judge-proxy,6,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,6,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,balanced-oss-llm,llm-judge-balanced-proxy,6,0.8333333333333334,1.0,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,extractive-strict,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,extractive-strict,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,extractive-strict,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.25,0.3333333333333333
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,reasoning-oss-llm,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,reasoning-oss-llm,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.25,0.3333333333333333
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,finance-e5-proxy,balanced-oss-llm,citation-strict-judge-proxy,6,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,finance-e5-proxy,balanced-oss-llm,exact-match-gold,6,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,finance-e5-proxy,balanced-oss-llm,llm-judge-balanced-proxy,6,0.8333333333333334,1.0,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,finance-e5-proxy,extractive-strict,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,finance-e5-proxy,extractive-strict,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,finance-e5-proxy,extractive-strict,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.25,0.3333333333333333
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,finance-e5-proxy,reasoning-oss-llm,citation-strict-judge-proxy,6,0.8333333333333334,0.8333333333333334,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,6,0.8333333333333334,0.8333333333333334,1.0,0.25,0.16666666666666666
end-to-end,finance,section_navigation,pageindex-oss,pageindex-oss,finance-e5-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,6,0.6666666666666666,0.8333333333333334,1.0,0.25,0.3333333333333333
end-to-end,finance,section_navigation,parent-child,parent-child,none,balanced-oss-llm,citation-strict-judge-proxy,6,0.5,0.5,0.5,0.18055555555555555,0.5
end-to-end,finance,section_navigation,parent-child,parent-child,none,balanced-oss-llm,exact-match-gold,6,0.5,0.5,0.5,0.18055555555555555,0.5
end-to-end,finance,section_navigation,parent-child,parent-child,none,balanced-oss-llm,llm-judge-balanced-proxy,6,0.3333333333333333,0.5,0.5,0.18055555555555555,0.6666666666666666
end-to-end,finance,section_navigation,parent-child,parent-child,none,extractive-strict,citation-strict-judge-proxy,6,0.3333333333333333,0.3333333333333333,0.5,0.18055555555555555,0.6666666666666666
end-to-end,finance,section_navigation,parent-child,parent-child,none,extractive-strict,exact-match-gold,6,0.3333333333333333,0.3333333333333333,0.5,0.18055555555555555,0.6666666666666666
end-to-end,finance,section_navigation,parent-child,parent-child,none,extractive-strict,llm-judge-balanced-proxy,6,0.16666666666666666,0.3333333333333333,0.5,0.18055555555555555,0.8333333333333334
end-to-end,finance,section_navigation,parent-child,parent-child,none,reasoning-oss-llm,citation-strict-judge-proxy,6,0.5,0.5,0.5,0.18055555555555555,0.5
end-to-end,finance,section_navigation,parent-child,parent-child,none,reasoning-oss-llm,exact-match-gold,6,0.5,0.5,0.5,0.18055555555555555,0.5
end-to-end,finance,section_navigation,parent-child,parent-child,none,reasoning-oss-llm,llm-judge-balanced-proxy,6,0.3333333333333333,0.5,0.5,0.18055555555555555,0.6666666666666666
end-to-end,finance,table_numeric,bm25,bm25,none,balanced-oss-llm,citation-strict-judge-proxy,4,0.0,0.0,0.25,0.0625,1.0
end-to-end,finance,table_numeric,bm25,bm25,none,balanced-oss-llm,exact-match-gold,4,0.0,0.0,0.25,0.0625,1.0
end-to-end,finance,table_numeric,bm25,bm25,none,balanced-oss-llm,llm-judge-balanced-proxy,4,0.0,0.0,0.25,0.0625,1.0
end-to-end,finance,table_numeric,bm25,bm25,none,extractive-strict,citation-strict-judge-proxy,4,0.25,0.25,0.25,0.0625,0.75
end-to-end,finance,table_numeric,bm25,bm25,none,extractive-strict,exact-match-gold,4,0.25,0.25,0.25,0.0625,0.75
end-to-end,finance,table_numeric,bm25,bm25,none,extractive-strict,llm-judge-balanced-proxy,4,0.25,0.25,0.25,0.0625,0.75
end-to-end,finance,table_numeric,bm25,bm25,none,reasoning-oss-llm,citation-strict-judge-proxy,4,0.25,0.25,0.25,0.0625,0.75
end-to-end,finance,table_numeric,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,4,0.25,0.25,0.25,0.0625,0.75
end-to-end,finance,table_numeric,bm25,bm25,none,reasoning-oss-llm,llm-judge-balanced-proxy,4,0.25,0.25,0.25,0.0625,0.75
end-to-end,finance,table_numeric,dense-vector,dense-vector,bge-m3-proxy,balanced-oss-llm,citation-strict-judge-proxy,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,dense-vector,dense-vector,bge-m3-proxy,balanced-oss-llm,exact-match-gold,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,dense-vector,dense-vector,bge-m3-proxy,balanced-oss-llm,llm-judge-balanced-proxy,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,dense-vector,dense-vector,bge-m3-proxy,extractive-strict,citation-strict-judge-proxy,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,dense-vector,dense-vector,bge-m3-proxy,extractive-strict,exact-match-gold,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,dense-vector,dense-vector,bge-m3-proxy,extractive-strict,llm-judge-balanced-proxy,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,dense-vector,dense-vector,bge-m3-proxy,reasoning-oss-llm,citation-strict-judge-proxy,4,1.0,1.0,1.0,0.3333333333333333,0.0
end-to-end,finance,table_numeric,dense-vector,dense-vector,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,4,1.0,1.0,1.0,0.3333333333333333,0.0
end-to-end,finance,table_numeric,dense-vector,dense-vector,bge-m3-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,4,1.0,1.0,1.0,0.3333333333333333,0.0
end-to-end,finance,table_numeric,dense-vector,dense-vector,e5-large-v2-proxy,balanced-oss-llm,citation-strict-judge-proxy,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,dense-vector,dense-vector,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,dense-vector,dense-vector,e5-large-v2-proxy,balanced-oss-llm,llm-judge-balanced-proxy,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,dense-vector,dense-vector,e5-large-v2-proxy,extractive-strict,citation-strict-judge-proxy,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,dense-vector,dense-vector,e5-large-v2-proxy,extractive-strict,exact-match-gold,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,dense-vector,dense-vector,e5-large-v2-proxy,extractive-strict,llm-judge-balanced-proxy,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,dense-vector,dense-vector,e5-large-v2-proxy,reasoning-oss-llm,citation-strict-judge-proxy,4,1.0,1.0,1.0,0.3333333333333333,0.0
end-to-end,finance,table_numeric,dense-vector,dense-vector,e5-large-v2-proxy,reasoning-oss-llm,exact-match-gold,4,1.0,1.0,1.0,0.3333333333333333,0.0
end-to-end,finance,table_numeric,dense-vector,dense-vector,e5-large-v2-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,4,1.0,1.0,1.0,0.3333333333333333,0.0
end-to-end,finance,table_numeric,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,citation-strict-judge-proxy,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,exact-match-gold,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,llm-judge-balanced-proxy,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,citation-strict-judge-proxy,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,exact-match-gold,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,llm-judge-balanced-proxy,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,citation-strict-judge-proxy,4,1.0,1.0,1.0,0.3333333333333333,0.0
end-to-end,finance,table_numeric,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,4,1.0,1.0,1.0,0.3333333333333333,0.0
end-to-end,finance,table_numeric,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,4,1.0,1.0,1.0,0.3333333333333333,0.0
end-to-end,finance,table_numeric,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,citation-strict-judge-proxy,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,exact-match-gold,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,llm-judge-balanced-proxy,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,hybrid,hybrid,bge-m3-proxy,extractive-strict,citation-strict-judge-proxy,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,hybrid,hybrid,bge-m3-proxy,extractive-strict,exact-match-gold,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,hybrid,hybrid,bge-m3-proxy,extractive-strict,llm-judge-balanced-proxy,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,citation-strict-judge-proxy,4,1.0,1.0,1.0,0.3333333333333333,0.0
end-to-end,finance,table_numeric,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,4,1.0,1.0,1.0,0.3333333333333333,0.0
end-to-end,finance,table_numeric,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,4,1.0,1.0,1.0,0.3333333333333333,0.0
end-to-end,finance,table_numeric,hybrid,hybrid,e5-large-v2-proxy,balanced-oss-llm,citation-strict-judge-proxy,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,hybrid,hybrid,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,hybrid,hybrid,e5-large-v2-proxy,balanced-oss-llm,llm-judge-balanced-proxy,4,0.5,0.5,1.0,0.3333333333333333,0.5
end-to-end,finance,table_numeric,hybrid,hybrid,e5-large-v2-proxy,extractive-strict,citation-strict-judge-proxy,4,0.25,0.25,1.0,0.3333333333333333,0.75
end-to-end,finance,table_numeric,hybrid,hybrid,e5-large-v2-proxy,extractive-strict,exact-match-gold,4,0.25,0.25,1.0,0.3333333333333333,0.75
